ID_LAT_LON_YEAR_WEEK,emission
ID_-23.53_27.47_2020_51,7.42022
ID_-23.53_27.47_2020_52,7.1068025
ID_-23.53_27.47_2021_1,7.7941213
ID_-23.53_27.47_2021_2,6.1122217
ID_-23.53_27.47_2021_3,6.7757573
ID_-23.53_27.47_2021_4,6.48096
ID_-23.53_27.47_2021_5,7.4239655
ID_-23.53_27.47_2021_6,7.4897957
ID_-23.53_27.47_2021_7,7.1192403
ID_-23.53_27.47_2021_8,6.646984
ID_-23.53_27.47_2021_9,6.9833517
ID_-23.53_27.47_2021_10,6.8167944
ID_-23.53_27.47_2021_11,8.066481
ID_-23.53_27.47_2021_12,7.6414423
ID_-23.53_27.47_2021_13,7.0426173
ID_-23.53_27.47_2021_14,7.3218365
ID_-23.53_27.47_2021_15,6.303746
ID_-23.53_27.47_2021_16,8.566127
ID_-23.53_27.47_2021_17,7.7636776
ID_-23.53_27.47_2021_18,7.379055
ID_-23.53_27.47_2021_19,6.9764075
ID_-23.53_27.47_2021_20,7.692916
ID_-23.53_27.47_2021_21,8.292835
ID_-23.53_27.47_2021_22,8.155486
ID_-23.53_27.47_2021_23,8.132157
ID_-23.53_27.47_2021_24,7.8835664
ID_-23.53_27.47_2021_25,7.3648796
ID_-23.53_27.47_2021_26,8.041474
ID_-23.53_27.47_2021_27,8.508098
ID_-23.53_27.47_2021_28,8.580413
ID_-23.53_27.47_2021_29,8.181321
ID_-23.53_27.47_2021_30,8.535512
ID_-23.53_27.47_2021_31,8.046122
ID_-23.53_27.47_2021_32,8.169632
ID_-23.53_27.47_2021_33,8.035205
ID_-23.53_27.47_2021_34,8.049434
ID_-23.53_27.47_2021_35,8.634265
ID_-23.53_27.47_2021_36,8.321237
ID_-23.53_27.47_2021_37,7.825193
ID_-23.53_27.47_2021_38,7.9985337
ID_-23.53_27.47_2021_39,7.8411007
ID_-23.53_27.47_2021_40,6.8137865
ID_-23.53_27.47_2021_41,7.682344
ID_-23.53_27.47_2021_42,7.0179567
ID_-23.53_27.47_2021_43,7.6960583
ID_-23.53_27.47_2021_44,7.768827
ID_-23.53_27.47_2021_45,8.112685
ID_-23.53_27.47_2021_46,7.7081137
ID_-23.53_27.47_2021_47,8.218628
ID_-23.53_27.47_2021_48,8.059303
ID_-23.53_27.47_2021_49,7.6806507
ID_-23.53_27.47_2021_50,7.5126395
ID_-23.53_27.47_2021_51,7.5089264
ID_-23.53_27.47_2021_52,7.850196
ID_-23.53_27.47_2022_1,6.945817
ID_-23.53_27.47_2022_2,7.367862
ID_-23.53_27.47_2022_3,7.6120305
ID_-23.53_27.47_2022_4,6.8158903
ID_-23.53_27.47_2022_5,6.903871
ID_-23.53_27.47_2022_6,7.4235425
ID_-23.53_27.47_2022_7,7.6521134
ID_-23.53_27.47_2022_8,7.3641195
ID_-23.53_27.47_2022_9,7.2004504
ID_-23.53_27.47_2022_10,7.4527774
ID_-23.53_27.47_2022_11,7.8696446
ID_-23.53_27.47_2022_12,7.8624773
ID_-23.53_27.47_2022_13,7.8483176
ID_-23.53_27.47_2022_14,7.8156705
ID_-23.53_27.47_2022_15,7.9979296
ID_-23.53_27.47_2022_16,8.05508
ID_-23.53_27.47_2022_17,8.475649
ID_-23.53_27.47_2022_18,7.85482
ID_-23.53_27.47_2022_19,7.8994765
ID_-23.53_27.47_2022_20,7.9868646
ID_-23.53_27.47_2022_21,8.620424
ID_-23.53_27.47_2022_22,8.452029
ID_-23.53_27.47_2022_23,9.009315
ID_-23.53_27.47_2022_24,8.894511
ID_-23.53_27.47_2022_25,8.287908
ID_-23.53_27.47_2022_26,8.795483
ID_-23.53_27.47_2022_27,8.662701
ID_-23.53_27.47_2022_28,7.828865
ID_-23.53_27.47_2022_29,7.549164
ID_-23.53_27.47_2022_30,8.208829
ID_-23.53_27.47_2022_31,8.215291
ID_-23.53_27.47_2022_32,8.439284
ID_-23.53_27.47_2022_33,7.865575
ID_-23.53_27.47_2022_34,7.887144
ID_-23.53_27.47_2022_35,7.4907303
ID_-23.53_27.47_2022_36,7.7584176
ID_-23.53_27.47_2022_37,7.7473145
ID_-23.53_27.47_2022_38,7.237105
ID_-23.53_27.47_2022_39,6.969089
ID_-23.53_27.47_2022_40,7.697783
ID_-23.53_27.47_2022_41,8.069985
ID_-23.53_27.47_2022_42,8.241924
ID_-23.53_27.47_2022_43,7.8742976
ID_-23.53_27.47_2022_44,7.7711844
ID_-23.53_27.47_2022_45,7.49157
ID_-23.53_27.47_2022_46,7.093147
ID_-23.53_27.47_2022_47,7.3111134
ID_-23.53_27.47_2022_48,7.614524
ID_-23.53_27.47_2022_52,8.0068865
ID_-23.53_27.57_2019_1,7.348123
ID_-23.53_27.57_2019_2,7.021563
ID_-23.53_27.57_2019_3,6.6017876
ID_-23.53_27.57_2019_4,6.3702593
ID_-23.53_27.57_2019_5,6.856841
ID_-23.53_27.57_2019_6,7.2657986
ID_-23.53_27.57_2019_7,7.0719404
ID_-23.53_27.57_2019_8,6.663034
ID_-23.53_27.57_2019_9,7.231074
ID_-23.53_27.57_2019_10,7.1991434
ID_-23.53_27.57_2019_11,7.2014546
ID_-23.53_27.57_2019_12,6.9488373
ID_-23.53_27.57_2019_13,7.0814033
ID_-23.53_27.57_2019_14,7.320931
ID_-23.53_27.57_2019_15,7.9483447
ID_-23.53_27.57_2019_16,7.690339
ID_-23.53_27.57_2019_17,7.333826
ID_-23.53_27.57_2019_18,7.022058
ID_-23.53_27.57_2019_19,7.2667465
ID_-23.53_27.57_2019_20,8.042508
ID_-23.53_27.57_2019_21,7.5115576
ID_-23.53_27.57_2019_22,7.6145763
ID_-23.53_27.57_2019_23,7.5282674
ID_-23.53_27.57_2019_24,7.6561365
ID_-23.53_27.57_2019_25,6.8069086
ID_-23.53_27.57_2019_26,7.618276
ID_-23.53_27.57_2019_27,7.076913
ID_-23.53_27.57_2019_28,8.091562
ID_-23.53_27.57_2019_29,7.837584
ID_-23.53_27.57_2019_30,7.693927
ID_-23.53_27.57_2019_31,7.5981746
ID_-23.53_27.57_2019_32,7.202018
ID_-23.53_27.57_2019_33,7.051589
ID_-23.53_27.57_2019_34,7.679338
ID_-23.53_27.57_2019_35,7.7531877
ID_-23.53_27.57_2019_36,7.2429476
ID_-23.53_27.57_2019_37,6.617836
ID_-23.53_27.57_2019_38,7.037626
ID_-23.53_27.57_2019_39,7.1181536
ID_-23.53_27.57_2019_40,6.6832266
ID_-23.53_27.57_2019_41,7.203504
ID_-23.53_27.57_2019_42,7.202064
ID_-23.53_27.57_2019_43,6.76659
ID_-23.53_27.57_2019_44,6.9883666
ID_-23.53_27.57_2019_45,6.9879107
ID_-23.53_27.57_2019_46,6.9288363
ID_-23.53_27.57_2019_47,7.2933755
ID_-23.53_27.57_2019_48,7.12345
ID_-23.53_27.57_2019_49,7.1869674
ID_-23.53_27.57_2019_50,7.0678735
ID_-23.53_27.57_2019_51,7.0426607
ID_-23.53_27.57_2019_52,6.802553
ID_-23.53_27.57_2020_1,6.07981
ID_-23.53_27.57_2020_2,6.45649
ID_-23.53_27.57_2020_3,7.285816
ID_-23.53_27.57_2020_4,7.1528206
ID_-23.53_27.57_2020_5,6.8483086
ID_-23.53_27.57_2020_6,6.7979264
ID_-23.53_27.57_2020_7,6.9605165
ID_-23.53_27.57_2020_8,6.9002075
ID_-23.53_27.57_2020_9,7.0930386
ID_-23.53_27.57_2020_10,6.8894706
ID_-23.53_27.57_2020_11,6.6258664
ID_-23.53_27.57_2020_12,6.9291186
ID_-23.53_27.57_2020_13,6.8395553
ID_-23.53_27.57_2020_14,6.4889336
ID_-23.53_27.57_2020_15,7.3655596
ID_-23.53_27.57_2020_16,7.4838967
ID_-23.53_27.57_2020_17,7.1297073
ID_-23.53_27.57_2020_18,6.8966174
ID_-23.53_27.57_2020_19,7.1176443
ID_-23.53_27.57_2020_20,7.069343
ID_-23.53_27.57_2020_21,7.0038385
ID_-23.53_27.57_2020_22,7.379388
ID_-23.53_27.57_2020_23,6.892654
ID_-23.53_27.57_2020_24,6.80542
ID_-23.53_27.57_2020_25,7.487527
ID_-23.53_27.57_2020_26,6.903467
ID_-23.53_27.57_2020_27,7.387427
ID_-23.53_27.57_2020_28,7.4296517
ID_-23.53_27.57_2020_29,7.6629977
ID_-23.53_27.57_2020_30,7.7349467
ID_-23.53_27.57_2020_31,6.9578285
ID_-23.53_27.57_2020_32,7.083892
ID_-23.53_27.57_2020_33,7.5041804
ID_-23.53_27.57_2020_34,7.4340878
ID_-23.53_27.57_2020_35,7.4303718
ID_-23.53_27.57_2020_36,7.0862103
ID_-23.53_27.57_2020_37,6.7221856
ID_-23.53_27.57_2020_38,6.7023025
ID_-23.53_27.57_2020_39,6.911934
ID_-23.53_27.57_2020_40,7.258685
ID_-23.53_27.57_2020_41,6.8133483
ID_-23.53_27.57_2020_42,7.031112
ID_-23.53_27.57_2020_43,7.120916
ID_-23.53_27.57_2020_44,6.978975
ID_-23.53_27.57_2020_45,7.1373296
ID_-23.53_27.57_2020_46,7.029262
ID_-23.53_27.57_2020_47,7.0778027
ID_-23.53_27.57_2020_48,6.8129487
ID_-23.53_27.57_2020_49,6.457983
ID_-23.53_27.57_2020_50,7.0627747
ID_-23.53_27.57_2020_51,7.39121
ID_-23.53_27.57_2020_52,6.910837
ID_-23.53_27.57_2021_1,6.935801
ID_-23.53_27.57_2021_2,6.666128
ID_-23.53_27.57_2021_3,6.6287384
ID_-23.53_27.57_2021_4,6.008656
ID_-23.53_27.57_2021_5,7.361726
ID_-23.53_27.57_2021_6,7.0650263
ID_-23.53_27.57_2021_7,7.432555
ID_-23.53_27.57_2021_8,7.771425
ID_-23.53_27.57_2021_9,6.525611
ID_-23.53_27.57_2021_10,6.171189
ID_-23.53_27.57_2021_11,6.629722
ID_-23.53_27.57_2021_12,7.4850745
ID_-23.53_27.57_2021_13,6.322147
ID_-23.53_27.57_2021_14,7.23161
ID_-23.53_27.57_2021_15,6.744413
ID_-23.53_27.57_2021_16,6.9786987
ID_-23.53_27.57_2021_17,7.2602816
ID_-23.53_27.57_2021_18,7.61413
ID_-23.53_27.57_2021_19,6.940519
ID_-23.53_27.57_2021_20,6.7996707
ID_-23.53_27.57_2021_21,6.975704
ID_-23.53_27.57_2021_22,7.479826
ID_-23.53_27.57_2021_23,7.1767898
ID_-23.53_27.57_2021_24,7.3173833
ID_-23.53_27.57_2021_25,7.017981
ID_-23.53_27.57_2021_26,7.9205217
ID_-23.53_27.57_2021_27,7.835371
ID_-23.53_27.57_2021_28,7.8780165
ID_-23.53_27.57_2021_29,7.638906
ID_-23.53_27.57_2021_30,8.101002
ID_-23.53_27.57_2021_31,7.4733562
ID_-23.53_27.57_2021_32,7.077212
ID_-23.53_27.57_2021_33,7.6111116
ID_-23.53_27.57_2021_34,7.957694
ID_-23.53_27.57_2021_35,7.257917
ID_-23.53_27.57_2021_36,6.838242
ID_-23.53_27.57_2021_37,7.2797136
ID_-23.53_27.57_2021_38,7.01789
ID_-23.53_27.57_2021_39,6.9683824
ID_-23.53_27.57_2021_40,6.864426
ID_-23.53_27.57_2021_41,6.675476
ID_-23.53_27.57_2021_42,6.8561006
ID_-23.53_27.57_2021_43,7.047813
ID_-23.53_27.57_2021_44,6.6786985
ID_-23.53_27.57_2021_45,6.8329797
ID_-23.53_27.57_2021_46,7.213809
ID_-23.53_27.57_2021_47,7.2003427
ID_-23.53_27.57_2021_48,7.050823
ID_-23.53_27.57_2021_49,7.1270056
ID_-23.53_27.57_2021_50,6.806137
ID_-23.53_27.57_2021_51,6.5848804
ID_-23.53_27.57_2021_52,7.011914
ID_-23.53_27.57_2022_1,7.0981207
ID_-23.53_27.57_2022_2,7.0959425
ID_-23.53_27.57_2022_3,6.9516788
ID_-23.53_27.57_2022_4,6.8155837
ID_-23.53_27.57_2022_5,6.5746207
ID_-23.53_27.57_2022_6,7.1068225
ID_-23.53_27.57_2022_7,6.6364675
ID_-23.53_27.57_2022_8,6.857586
ID_-23.53_27.57_2022_9,6.6990376
ID_-23.53_27.57_2022_10,7.3495693
ID_-23.53_27.57_2022_11,7.650121
ID_-23.53_27.57_2022_12,7.255362
ID_-23.53_27.57_2022_13,7.154379
ID_-23.53_27.57_2022_14,7.0536466
ID_-23.53_27.57_2022_15,7.053761
ID_-23.53_27.57_2022_16,7.448977
ID_-23.53_27.57_2022_17,7.8571944
ID_-23.53_27.57_2022_18,7.2817917
ID_-23.53_27.57_2022_19,7.397626
ID_-23.53_27.57_2022_20,7.658991
ID_-23.53_27.57_2022_21,7.63053
ID_-23.53_27.57_2022_22,8.330301
ID_-23.53_27.57_2022_23,8.709148
ID_-23.53_27.57_2022_24,7.792569
ID_-23.53_27.57_2022_25,7.635172
ID_-23.53_27.57_2022_26,7.80914
ID_-23.53_27.57_2022_27,7.4085894
ID_-23.53_27.57_2022_28,7.3776755
ID_-23.53_27.57_2022_29,7.6239595
ID_-23.53_27.57_2022_30,7.624876
ID_-23.53_27.57_2022_31,7.571557
ID_-23.53_27.57_2022_32,8.368015
ID_-23.53_27.57_2022_33,7.707424
ID_-23.53_27.57_2022_34,7.6082253
ID_-23.53_27.57_2022_35,7.7191777
ID_-23.53_27.57_2022_36,7.0569882
ID_-23.53_27.57_2022_37,7.060717
ID_-23.53_27.57_2022_38,6.6686115
ID_-23.53_27.57_2022_39,7.2861238
ID_-23.53_27.57_2022_40,7.7021885
ID_-23.53_27.57_2022_41,7.5733085
ID_-23.53_27.57_2022_42,7.239265
ID_-23.53_27.57_2022_43,7.243991
ID_-23.53_27.57_2022_44,7.1376476
ID_-23.53_27.57_2022_45,7.3658237
ID_-23.53_27.57_2022_46,7.1507745
ID_-23.53_27.57_2022_47,6.9471617
ID_-23.53_27.57_2022_48,7.0715694
ID_-23.53_27.57_2022_52,7.8662343
ID_-23.53_27.67_2019_1,7.2635045
ID_-23.53_27.67_2019_2,7.067727
ID_-23.53_27.67_2019_3,7.5649343
ID_-23.53_27.67_2019_4,7.680788
ID_-23.53_27.67_2019_5,7.1091175
ID_-23.53_27.67_2019_6,7.90788
ID_-23.53_27.67_2019_7,7.5804486
ID_-23.53_27.67_2019_8,7.57628
ID_-23.53_27.67_2019_9,8.057565
ID_-23.53_27.67_2019_10,8.0180235
ID_-23.53_27.67_2019_11,8.581702
ID_-23.53_27.67_2019_12,8.070873
ID_-23.53_27.67_2019_13,8.575251
ID_-23.53_27.67_2019_14,7.883892
ID_-23.53_27.67_2019_15,8.295352
ID_-23.53_27.67_2019_16,8.194276
ID_-23.53_27.67_2019_17,8.326521
ID_-23.53_27.67_2019_18,8.813508
ID_-23.53_27.67_2019_19,8.374088
ID_-23.53_27.67_2019_20,9.051233
ID_-23.53_27.67_2019_21,8.3661995
ID_-23.53_27.67_2019_22,8.58864
ID_-23.53_27.67_2019_23,8.223835
ID_-23.53_27.67_2019_24,8.75964
ID_-23.53_27.67_2019_25,8.483729
ID_-23.53_27.67_2019_26,8.484843
ID_-23.53_27.67_2019_27,8.056625
ID_-23.53_27.67_2019_28,7.89618
ID_-23.53_27.67_2019_29,8.83584
ID_-23.53_27.67_2019_30,8.194133
ID_-23.53_27.67_2019_31,8.559601
ID_-23.53_27.67_2019_32,8.022846
ID_-23.53_27.67_2019_33,8.889434
ID_-23.53_27.67_2019_34,8.588252
ID_-23.53_27.67_2019_35,8.372383
ID_-23.53_27.67_2019_36,8.299398
ID_-23.53_27.67_2019_37,8.104539
ID_-23.53_27.67_2019_38,7.9802933
ID_-23.53_27.67_2019_39,8.09429
ID_-23.53_27.67_2019_40,7.7010756
ID_-23.53_27.67_2019_41,8.350298
ID_-23.53_27.67_2019_42,8.15337
ID_-23.53_27.67_2019_43,7.9193516
ID_-23.53_27.67_2019_44,7.8471813
ID_-23.53_27.67_2019_45,7.6358128
ID_-23.53_27.67_2019_46,8.049185
ID_-23.53_27.67_2019_47,7.585338
ID_-23.53_27.67_2019_48,7.182444
ID_-23.53_27.67_2019_49,7.7963777
ID_-23.53_27.67_2019_50,8.242351
ID_-23.53_27.67_2019_51,7.8434343
ID_-23.53_27.67_2019_52,7.8127203
ID_-23.53_27.67_2020_1,7.3317595
ID_-23.53_27.67_2020_2,7.220231
ID_-23.53_27.67_2020_3,8.24688
ID_-23.53_27.67_2020_4,8.311035
ID_-23.53_27.67_2020_5,7.7683835
ID_-23.53_27.67_2020_6,7.8488073
ID_-23.53_27.67_2020_7,7.6315675
ID_-23.53_27.67_2020_8,7.1964135
ID_-23.53_27.67_2020_9,7.1507344
ID_-23.53_27.67_2020_10,8.021102
ID_-23.53_27.67_2020_11,6.981747
ID_-23.53_27.67_2020_12,7.6478806
ID_-23.53_27.67_2020_13,7.813045
ID_-23.53_27.67_2020_14,7.552066
ID_-23.53_27.67_2020_15,8.588038
ID_-23.53_27.67_2020_16,8.617375
ID_-23.53_27.67_2020_17,8.032299
ID_-23.53_27.67_2020_18,7.4722495
ID_-23.53_27.67_2020_19,7.670659
ID_-23.53_27.67_2020_20,7.791981
ID_-23.53_27.67_2020_21,7.8894925
ID_-23.53_27.67_2020_22,8.150092
ID_-23.53_27.67_2020_23,8.103152
ID_-23.53_27.67_2020_24,8.041612
ID_-23.53_27.67_2020_25,8.353676
ID_-23.53_27.67_2020_26,8.483205
ID_-23.53_27.67_2020_27,8.092572
ID_-23.53_27.67_2020_28,8.273136
ID_-23.53_27.67_2020_29,8.308964
ID_-23.53_27.67_2020_30,7.9456577
ID_-23.53_27.67_2020_31,8.100797
ID_-23.53_27.67_2020_32,8.370964
ID_-23.53_27.67_2020_33,8.558349
ID_-23.53_27.67_2020_34,8.437994
ID_-23.53_27.67_2020_35,8.317124
ID_-23.53_27.67_2020_36,8.026019
ID_-23.53_27.67_2020_37,7.8495803
ID_-23.53_27.67_2020_38,7.569358
ID_-23.53_27.67_2020_39,7.917941
ID_-23.53_27.67_2020_40,7.641939
ID_-23.53_27.67_2020_41,7.8763833
ID_-23.53_27.67_2020_42,7.895406
ID_-23.53_27.67_2020_43,7.7362785
ID_-23.53_27.67_2020_44,7.93125
ID_-23.53_27.67_2020_45,7.880628
ID_-23.53_27.67_2020_46,7.8855906
ID_-23.53_27.67_2020_47,7.939338
ID_-23.53_27.67_2020_48,7.7568107
ID_-23.53_27.67_2020_49,7.512179
ID_-23.53_27.67_2020_50,7.6613984
ID_-23.53_27.67_2020_51,7.307386
ID_-23.53_27.67_2020_52,7.0377755
ID_-23.53_27.67_2021_1,7.81414
ID_-23.53_27.67_2021_2,7.4156995
ID_-23.53_27.67_2021_3,7.679069
ID_-23.53_27.67_2021_4,7.7464027
ID_-23.53_27.67_2021_5,7.9652553
ID_-23.53_27.67_2021_6,7.9483514
ID_-23.53_27.67_2021_7,9.457676
ID_-23.53_27.67_2021_8,7.048802
ID_-23.53_27.67_2021_9,7.1929135
ID_-23.53_27.67_2021_10,7.0571175
ID_-23.53_27.67_2021_11,7.646974
ID_-23.53_27.67_2021_12,7.9079022
ID_-23.53_27.67_2021_13,7.4039507
ID_-23.53_27.67_2021_14,8.083266
ID_-23.53_27.67_2021_15,7.9727993
ID_-23.53_27.67_2021_16,8.239755
ID_-23.53_27.67_2021_17,8.636721
ID_-23.53_27.67_2021_18,8.172894
ID_-23.53_27.67_2021_19,8.144073
ID_-23.53_27.67_2021_20,8.024839
ID_-23.53_27.67_2021_21,7.979477
ID_-23.53_27.67_2021_22,8.07649
ID_-23.53_27.67_2021_23,8.567409
ID_-23.53_27.67_2021_24,8.54845
ID_-23.53_27.67_2021_25,8.172704
ID_-23.53_27.67_2021_26,8.53231
ID_-23.53_27.67_2021_27,8.670938
ID_-23.53_27.67_2021_28,8.786771
ID_-23.53_27.67_2021_29,8.657379
ID_-23.53_27.67_2021_30,8.196577
ID_-23.53_27.67_2021_31,8.601608
ID_-23.53_27.67_2021_32,8.031412
ID_-23.53_27.67_2021_33,8.403631
ID_-23.53_27.67_2021_34,8.8364525
ID_-23.53_27.67_2021_35,8.180999
ID_-23.53_27.67_2021_36,7.733469
ID_-23.53_27.67_2021_37,7.928442
ID_-23.53_27.67_2021_38,8.055668
ID_-23.53_27.67_2021_39,7.8614745
ID_-23.53_27.67_2021_40,7.759886
ID_-23.53_27.67_2021_41,8.077193
ID_-23.53_27.67_2021_42,6.957846
ID_-23.53_27.67_2021_43,7.3076916
ID_-23.53_27.67_2021_44,7.862244
ID_-23.53_27.67_2021_45,7.895733
ID_-23.53_27.67_2021_46,8.418113
ID_-23.53_27.67_2021_47,8.339867
ID_-23.53_27.67_2021_48,7.516784
ID_-23.53_27.67_2021_49,7.7574153
ID_-23.53_27.67_2021_50,7.8980002
ID_-23.53_27.67_2021_51,7.3616676
ID_-23.53_27.67_2021_52,7.728225
ID_-23.53_27.67_2022_1,7.574905
ID_-23.53_27.67_2022_2,8.186789
ID_-23.53_27.67_2022_3,7.9019413
ID_-23.53_27.67_2022_4,7.280111
ID_-23.53_27.67_2022_5,7.0130115
ID_-23.53_27.67_2022_6,7.0210843
ID_-23.53_27.67_2022_7,7.9907737
ID_-23.53_27.67_2022_8,7.7228193
ID_-23.53_27.67_2022_9,7.106117
ID_-23.53_27.67_2022_10,8.114368
ID_-23.53_27.67_2022_11,8.09576
ID_-23.53_27.67_2022_12,8.2703085
ID_-23.53_27.67_2022_13,8.313107
ID_-23.53_27.67_2022_14,7.959117
ID_-23.53_27.67_2022_15,7.766903
ID_-23.53_27.67_2022_16,8.372582
ID_-23.53_27.67_2022_17,8.452146
ID_-23.53_27.67_2022_18,8.2769165
ID_-23.53_27.67_2022_19,8.477101
ID_-23.53_27.67_2022_20,8.787512
ID_-23.53_27.67_2022_21,8.27327
ID_-23.53_27.67_2022_22,8.879129
ID_-23.53_27.67_2022_23,8.908761
ID_-23.53_27.67_2022_24,9.219571
ID_-23.53_27.67_2022_25,8.407828
ID_-23.53_27.67_2022_26,8.738172
ID_-23.53_27.67_2022_27,8.83497
ID_-23.53_27.67_2022_28,8.612159
ID_-23.53_27.67_2022_29,8.380721
ID_-23.53_27.67_2022_30,8.542406
ID_-23.53_27.67_2022_31,8.542805
ID_-23.53_27.67_2022_32,8.850207
ID_-23.53_27.67_2022_33,8.70394
ID_-23.53_27.67_2022_34,8.691399
ID_-23.53_27.67_2022_35,8.234342
ID_-23.53_27.67_2022_36,8.011584
ID_-23.53_27.67_2022_37,8.043213
ID_-23.53_27.67_2022_38,7.8543468
ID_-23.53_27.67_2022_39,8.118169
ID_-23.53_27.67_2022_40,8.470753
ID_-23.53_27.67_2022_41,8.248595
ID_-23.53_27.67_2022_42,7.9074817
ID_-23.53_27.67_2022_43,7.7718043
ID_-23.53_27.67_2022_44,7.8256626
ID_-23.53_27.67_2022_45,7.954543
ID_-23.53_27.67_2022_46,7.9180636
ID_-23.53_27.67_2022_47,7.7143183
ID_-23.53_27.67_2022_48,8.139689
ID_-23.53_27.67_2022_52,9.072449
ID_-23.53_27.77_2019_1,7.182312
ID_-23.53_27.77_2019_2,7.051806
ID_-23.53_27.77_2019_3,7.050725
ID_-23.53_27.77_2019_4,6.820219
ID_-23.53_27.77_2019_5,6.9728956
ID_-23.53_27.77_2019_6,7.072589
ID_-23.53_27.77_2019_7,6.5525575
